symbol,entry_time,exit_time,qty,entry_price,exit_price,realized_pnl,holding_seconds
NIFTY22111018150CE,2022-11-07 10:46:50,2022-11-07 10:46:53,1.0,86.75,87.35,0.5999999999999943,3.0
NIFTY22111018150PE,2022-11-07 10:46:50,2022-11-07 10:46:53,1.0,101.4,100.95,-0.45000000000000284,3.0
NIFTY22111018200PE,2022-11-07 10:46:53,2022-11-07 10:55:22,1.0,128.3,131.35,3.049999999999983,509.0
NIFTY22111018200CE,2022-11-07 10:46:53,2022-11-07 10:55:22,1.0,64.9,64.8,-0.10000000000000853,509.0
BANKNIFTY22111041600PE,2022-11-07 10:50:03,2022-11-07 10:50:17,1.0,301.5,302.25,0.75,14.0
BANKNIFTY22111041600CE,2022-11-07 10:50:03,2022-11-07 10:50:17,1.0,241.15,240.0,-1.1500000000000057,14.0
BANKNIFTY22111041700PE,2022-11-07 10:50:17,2022-11-07 10:50:19,1.0,356.55,356.45,-0.10000000000002274,2.0
BANKNIFTY22111041700CE,2022-11-07 10:50:17,2022-11-07 10:50:19,1.0,194.2,194.8,0.6000000000000227,2.0
BANKNIFTY22111041600PE,2022-11-07 10:50:19,2022-11-07 12:17:04,1.0,302.65,294.55,-8.099999999999966,5205.0
BANKNIFTY22111041600CE,2022-11-07 10:50:19,2022-11-07 12:17:04,1.0,240.5,237.6,-2.9000000000000057,5205.0
NIFTY22111018150CE,2022-11-07 10:55:22,2022-11-07 10:55:23,1.0,87.15,87.15,0.0,1.0
NIFTY22111018150PE,2022-11-07 10:55:22,2022-11-07 10:55:23,1.0,103.4,102.95,-0.45000000000000284,1.0
NIFTY22111018200PE,2022-11-07 10:55:23,2022-11-07 10:57:50,1.0,131.35,131.1,-0.25,147.0
NIFTY22111018200CE,2022-11-07 10:55:23,2022-11-07 10:57:50,1.0,64.8,64.8,0.0,147.0
NIFTY22111018150CE,2022-11-07 10:57:50,2022-11-07 11:01:22,1.0,86.95,87.9,0.9500000000000028,212.0
NIFTY22111018150PE,2022-11-07 10:57:50,2022-11-07 11:01:22,1.0,103.3,103.65,0.3500000000000085,212.0
NIFTY22111018200CE,2022-11-07 11:01:22,2022-11-07 12:55:31,1.0,65.55,62.35,-3.1999999999999957,6849.0
NIFTY22111018200PE,2022-11-07 11:01:22,2022-11-07 12:55:31,1.0,131.25,133.8,2.5500000000000114,6849.0
BANKNIFTY22111041700CE,2022-11-07 12:17:04,2022-11-07 12:17:08,1.0,191.45,191.0,-0.44999999999998863,4.0
BANKNIFTY22111041700PE,2022-11-07 12:17:04,2022-11-07 12:17:08,1.0,349.25,347.45,-1.8000000000000114,4.0
BANKNIFTY22111041600PE,2022-11-07 12:17:08,2022-11-07 12:17:10,1.0,294.0,292.55,-1.4499999999999886,2.0
BANKNIFTY22111041600CE,2022-11-07 12:17:08,2022-11-07 12:17:10,1.0,236.75,238.35,1.5999999999999943,2.0
BANKNIFTY22111041700PE,2022-11-07 12:17:10,2022-11-07 12:17:12,1.0,347.8,350.15,2.349999999999966,2.0
BANKNIFTY22111041700CE,2022-11-07 12:17:10,2022-11-07 12:17:12,1.0,190.7,191.3,0.6000000000000227,2.0
BANKNIFTY22111041600PE,2022-11-07 12:17:12,2022-11-07 12:17:18,1.0,297.65,297.85,0.20000000000004547,6.0
BANKNIFTY22111041600CE,2022-11-07 12:17:12,2022-11-07 12:17:18,1.0,235.35,236.8,1.450000000000017,6.0
BANKNIFTY22111041700PE,2022-11-07 12:17:18,2022-11-07 12:17:20,1.0,351.2,353.75,2.5500000000000114,2.0
BANKNIFTY22111041700CE,2022-11-07 12:17:18,2022-11-07 12:17:20,1.0,190.9,190.25,-0.6500000000000057,2.0
BANKNIFTY22111041600PE,2022-11-07 12:17:20,2022-11-07 13:01:19,1.0,295.45,299.8,4.350000000000023,2639.0
BANKNIFTY22111041600CE,2022-11-07 12:17:20,2022-11-07 13:01:19,1.0,236.7,242.45,5.75,2639.0
NIFTY22111018150CE,2022-11-07 12:55:31,2022-11-07 12:55:43,1.0,84.35,85.5,1.1500000000000057,12.0
NIFTY22111018150PE,2022-11-07 12:55:31,2022-11-07 12:55:43,1.0,106.0,105.0,-1.0,12.0
NIFTY22111018200CE,2022-11-07 12:55:43,2022-11-07 12:55:44,1.0,62.9,63.25,0.3500000000000014,1.0
NIFTY22111018200PE,2022-11-07 12:55:43,2022-11-07 12:55:44,1.0,132.55,131.85,-0.700000000000017,1.0
NIFTY22111018150PE,2022-11-07 12:55:44,2022-11-07 12:55:45,1.0,104.25,104.3,0.04999999999999716,1.0
NIFTY22111018150CE,2022-11-07 12:55:44,2022-11-07 12:55:45,1.0,85.4,85.8,0.3999999999999915,1.0
NIFTY22111018200PE,2022-11-07 12:55:45,2022-11-07 13:03:19,1.0,132.5,132.8,0.30000000000001137,454.0
NIFTY22111018200CE,2022-11-07 12:55:45,2022-11-07 13:03:19,1.0,63.6,63.6,0.0,454.0
BANKNIFTY22111041700PE,2022-11-07 13:01:19,2022-11-07 13:01:37,1.0,354.0,355.1,1.1000000000000227,18.0
BANKNIFTY22111041700CE,2022-11-07 13:01:19,2022-11-07 13:01:37,1.0,194.5,195.0,0.5,18.0
BANKNIFTY22111041600PE,2022-11-07 13:01:37,2022-11-07 13:01:39,1.0,300.35,301.0,0.6499999999999773,2.0
BANKNIFTY22111041600CE,2022-11-07 13:01:37,2022-11-07 13:01:39,1.0,240.75,240.75,0.0,2.0
BANKNIFTY22111041700PE,2022-11-07 13:01:39,2022-11-07 13:01:41,1.0,355.5,352.2,-3.3000000000000114,2.0
BANKNIFTY22111041700CE,2022-11-07 13:01:39,2022-11-07 13:01:41,1.0,195.15,196.35,1.1999999999999886,2.0
BANKNIFTY22111041600PE,2022-11-07 13:01:41,2022-11-07 13:01:42,1.0,300.75,299.0,-1.75,1.0
BANKNIFTY22111041600CE,2022-11-07 13:01:41,2022-11-07 13:01:42,1.0,241.2,243.05,1.8500000000000227,1.0
BANKNIFTY22111041700PE,2022-11-07 13:01:42,2022-11-07 13:01:57,1.0,352.5,355.0,2.5,15.0
BANKNIFTY22111041700CE,2022-11-07 13:01:42,2022-11-07 13:01:57,1.0,196.9,196.75,-0.15000000000000568,15.0
BANKNIFTY22111041600PE,2022-11-07 13:01:57,2022-11-07 13:01:59,1.0,301.05,301.95,0.8999999999999773,2.0
BANKNIFTY22111041600CE,2022-11-07 13:01:57,2022-11-07 13:01:59,1.0,241.55,241.85,0.29999999999998295,2.0
BANKNIFTY22111041700PE,2022-11-07 13:01:59,2022-11-07 13:02:02,1.0,355.2,358.6,3.400000000000034,3.0
BANKNIFTY22111041700CE,2022-11-07 13:01:59,2022-11-07 13:02:02,1.0,196.0,195.0,-1.0,3.0
BANKNIFTY22111041600CE,2022-11-07 13:02:02,2022-11-07 13:20:03,1.0,241.65,240.7,-0.950000000000017,1081.0
BANKNIFTY22111041600PE,2022-11-07 13:02:02,2022-11-07 13:20:03,1.0,304.95,300.05,-4.899999999999977,1081.0
NIFTY22111018150CE,2022-11-07 13:03:19,2022-11-07 13:03:20,1.0,85.65,85.85,0.19999999999998863,1.0
NIFTY22111018150PE,2022-11-07 13:03:19,2022-11-07 13:03:20,1.0,105.1,105.2,0.10000000000000853,1.0
NIFTY22111018200CE,2022-11-07 13:03:20,2022-11-07 13:03:22,1.0,63.5,63.7,0.20000000000000284,2.0
NIFTY22111018200PE,2022-11-07 13:03:20,2022-11-07 13:03:22,1.0,132.85,132.85,0.0,2.0
NIFTY22111018150PE,2022-11-07 13:03:22,2022-11-07 13:03:25,1.0,104.9,105.85,0.9499999999999886,3.0
NIFTY22111018150CE,2022-11-07 13:03:22,2022-11-07 13:03:25,1.0,85.9,85.35,-0.5500000000000114,3.0
NIFTY22111018200CE,2022-11-07 13:03:25,2022-11-07 13:03:26,1.0,63.15,63.05,-0.10000000000000142,1.0
NIFTY22111018200PE,2022-11-07 13:03:25,2022-11-07 13:03:26,1.0,133.75,133.7,-0.05000000000001137,1.0
NIFTY22111018150CE,2022-11-07 13:03:26,2022-11-07 13:03:38,1.0,85.3,86.9,1.6000000000000085,12.0
NIFTY22111018150PE,2022-11-07 13:03:26,2022-11-07 13:03:38,1.0,105.8,103.7,-2.0999999999999943,12.0
NIFTY22111018200CE,2022-11-07 13:03:38,2022-11-07 13:04:04,1.0,64.2,63.65,-0.5500000000000043,26.0
NIFTY22111018200PE,2022-11-07 13:03:38,2022-11-07 13:04:04,1.0,131.0,132.85,1.8499999999999943,26.0
NIFTY22111018150PE,2022-11-07 13:04:04,2022-11-07 13:04:06,1.0,105.3,104.2,-1.0999999999999943,2.0
NIFTY22111018150CE,2022-11-07 13:04:04,2022-11-07 13:04:06,1.0,85.95,86.5,0.5499999999999972,2.0
NIFTY22111018200PE,2022-11-07 13:04:06,2022-11-07 13:04:26,1.0,132.25,132.8,0.5500000000000114,20.0
NIFTY22111018200CE,2022-11-07 13:04:06,2022-11-07 13:04:26,1.0,64.0,63.35,-0.6499999999999986,20.0
NIFTY22111018150CE,2022-11-07 13:04:26,2022-11-07 13:06:29,1.0,85.65,85.55,-0.10000000000000853,123.0
NIFTY22111018150PE,2022-11-07 13:04:26,2022-11-07 13:06:29,1.0,105.15,103.7,-1.4500000000000028,123.0
NIFTY22111018200PE,2022-11-07 13:06:29,2022-11-07 13:06:32,1.0,131.15,131.9,0.75,3.0
NIFTY22111018200CE,2022-11-07 13:06:29,2022-11-07 13:06:32,1.0,63.2,63.2,0.0,3.0
NIFTY22111018150PE,2022-11-07 13:06:32,2022-11-07 13:06:34,1.0,104.05,104.25,0.20000000000000284,2.0
NIFTY22111018150CE,2022-11-07 13:06:32,2022-11-07 13:06:34,1.0,85.35,85.55,0.20000000000000284,2.0
NIFTY22111018200PE,2022-11-07 13:06:34,2022-11-07 13:07:08,1.0,131.85,133.4,1.5500000000000114,34.0
NIFTY22111018200CE,2022-11-07 13:06:34,2022-11-07 13:07:08,1.0,63.1,62.5,-0.6000000000000014,34.0
NIFTY22111018150CE,2022-11-07 13:07:08,2022-11-07 13:08:09,1.0,84.5,85.25,0.75,61.0
NIFTY22111018150PE,2022-11-07 13:07:08,2022-11-07 13:08:09,1.0,105.75,105.0,-0.75,61.0
NIFTY22111018200PE,2022-11-07 13:08:09,2022-11-07 13:08:12,1.0,132.6,132.65,0.05000000000001137,3.0
NIFTY22111018200CE,2022-11-07 13:08:09,2022-11-07 13:08:12,1.0,63.15,63.0,-0.14999999999999858,3.0
NIFTY22111018150CE,2022-11-07 13:08:12,2022-11-07 13:08:13,1.0,85.3,85.3,0.0,1.0
NIFTY22111018150PE,2022-11-07 13:08:12,2022-11-07 13:08:13,1.0,105.1,104.8,-0.29999999999999716,1.0
NIFTY22111018200PE,2022-11-07 13:08:13,2022-11-07 13:08:21,1.0,132.85,132.75,-0.09999999999999432,8.0
NIFTY22111018200CE,2022-11-07 13:08:13,2022-11-07 13:08:21,1.0,63.05,63.35,0.30000000000000426,8.0
NIFTY22111018150PE,2022-11-07 13:08:21,2022-11-07 13:08:22,1.0,104.8,105.0,0.20000000000000284,1.0
NIFTY22111018150CE,2022-11-07 13:08:21,2022-11-07 13:08:22,1.0,85.55,85.4,-0.14999999999999147,1.0
NIFTY22111018200PE,2022-11-07 13:08:22,2022-11-07 13:08:27,1.0,132.6,133.6,1.0,5.0
NIFTY22111018200CE,2022-11-07 13:08:22,2022-11-07 13:08:27,1.0,63.05,62.9,-0.14999999999999858,5.0
NIFTY22111018150PE,2022-11-07 13:08:27,2022-11-07 13:09:21,1.0,105.7,105.45,-0.25,54.0
NIFTY22111018150CE,2022-11-07 13:08:27,2022-11-07 13:09:21,1.0,84.95,84.9,-0.04999999999999716,54.0
NIFTY22111018200CE,2022-11-07 13:09:21,2022-11-07 13:09:25,1.0,63.25,63.25,0.0,4.0
NIFTY22111018200PE,2022-11-07 13:09:21,2022-11-07 13:09:25,1.0,133.55,132.6,-0.950000000000017,4.0
NIFTY22111018150PE,2022-11-07 13:09:25,2022-11-07 13:10:23,1.0,104.85,104.8,-0.04999999999999716,58.0
NIFTY22111018150CE,2022-11-07 13:09:25,2022-11-07 13:10:23,1.0,85.5,85.8,0.29999999999999716,58.0
NIFTY22111018200CE,2022-11-07 13:10:23,2022-11-07 13:10:26,1.0,63.5,63.2,-0.29999999999999716,3.0
NIFTY22111018200PE,2022-11-07 13:10:23,2022-11-07 13:10:26,1.0,132.25,132.65,0.4000000000000057,3.0
NIFTY22111018150PE,2022-11-07 13:10:26,2022-11-07 13:10:29,1.0,104.85,104.65,-0.19999999999998863,3.0
NIFTY22111018150CE,2022-11-07 13:10:26,2022-11-07 13:10:29,1.0,85.55,85.4,-0.14999999999999147,3.0
NIFTY22111018200CE,2022-11-07 13:10:29,2022-11-07 13:10:35,1.0,63.2,63.3,0.09999999999999432,6.0
NIFTY22111018200PE,2022-11-07 13:10:29,2022-11-07 13:10:35,1.0,132.15,132.8,0.6500000000000057,6.0
NIFTY22111018150PE,2022-11-07 13:10:35,2022-11-07 13:10:40,1.0,104.9,104.65,-0.25,5.0
NIFTY22111018150CE,2022-11-07 13:10:35,2022-11-07 13:10:40,1.0,85.35,85.8,0.45000000000000284,5.0
NIFTY22111018200PE,2022-11-07 13:10:40,2022-11-07 13:12:39,1.0,132.3,132.8,0.5,119.0
NIFTY22111018200CE,2022-11-07 13:10:40,2022-11-07 13:12:39,1.0,63.5,62.6,-0.8999999999999986,119.0
NIFTY22111018150PE,2022-11-07 13:12:39,2022-11-07 13:12:41,1.0,105.35,104.9,-0.44999999999998863,2.0
NIFTY22111018150CE,2022-11-07 13:12:39,2022-11-07 13:12:41,1.0,84.75,85.6,0.8499999999999943,2.0
NIFTY22111018200PE,2022-11-07 13:12:41,2022-11-07 13:14:55,1.0,132.8,132.8,0.0,134.0
NIFTY22111018200CE,2022-11-07 13:12:41,2022-11-07 13:14:55,1.0,63.4,62.4,-1.0,134.0
NIFTY22111018150PE,2022-11-07 13:14:55,2022-11-07 13:15:37,1.0,104.8,104.35,-0.45000000000000284,42.0
NIFTY22111018150CE,2022-11-07 13:14:55,2022-11-07 13:15:37,1.0,84.35,85.25,0.9000000000000057,42.0
NIFTY22111018200CE,2022-11-07 13:15:37,2022-11-07 13:15:42,1.0,63.2,63.05,-0.15000000000000568,5.0
NIFTY22111018200PE,2022-11-07 13:15:37,2022-11-07 13:15:42,1.0,132.1,132.95,0.8499999999999943,5.0
NIFTY22111018150PE,2022-11-07 13:15:42,2022-11-07 13:17:44,1.0,104.7,103.3,-1.4000000000000057,122.0
NIFTY22111018150CE,2022-11-07 13:15:42,2022-11-07 13:17:44,1.0,85.15,85.7,0.5499999999999972,122.0
NIFTY22111018200PE,2022-11-07 13:17:44,2022-11-07 13:17:51,1.0,131.2,130.0,-1.1999999999999886,7.0
NIFTY22111018200CE,2022-11-07 13:17:44,2022-11-07 13:17:51,1.0,63.25,63.9,0.6499999999999986,7.0
NIFTY22111018150PE,2022-11-07 13:17:51,2022-11-07 13:17:54,1.0,102.2,101.6,-0.6000000000000085,3.0
NIFTY22111018150CE,2022-11-07 13:17:51,2022-11-07 13:17:54,1.0,86.4,86.65,0.25,3.0
NIFTY22111018200PE,2022-11-07 13:17:54,2022-11-07 13:18:02,1.0,129.0,130.7,1.6999999999999886,8.0
NIFTY22111018200CE,2022-11-07 13:17:54,2022-11-07 13:18:02,1.0,64.2,63.35,-0.8500000000000014,8.0
NIFTY22111018150CE,2022-11-07 13:18:02,2022-11-07 13:18:05,1.0,85.6,85.8,0.20000000000000284,3.0
NIFTY22111018150PE,2022-11-07 13:18:02,2022-11-07 13:18:05,1.0,102.6,102.75,0.15000000000000568,3.0
NIFTY22111018200CE,2022-11-07 13:18:05,2022-11-07 13:18:10,1.0,63.5,63.55,0.04999999999999716,5.0
NIFTY22111018200PE,2022-11-07 13:18:05,2022-11-07 13:18:10,1.0,130.8,130.75,-0.05000000000001137,5.0
NIFTY22111018150CE,2022-11-07 13:18:10,2022-11-07 13:18:18,1.0,85.7,86.3,0.5999999999999943,8.0
NIFTY22111018150PE,2022-11-07 13:18:10,2022-11-07 13:18:18,1.0,102.8,102.65,-0.14999999999999147,8.0
NIFTY22111018200PE,2022-11-07 13:18:18,2022-11-07 13:19:19,1.0,130.3,131.05,0.75,61.0
NIFTY22111018200CE,2022-11-07 13:18:18,2022-11-07 13:19:19,1.0,63.75,63.7,-0.04999999999999716,61.0
NIFTY22111018150CE,2022-11-07 13:19:19,2022-11-07 13:19:20,1.0,85.9,85.9,0.0,1.0
NIFTY22111018150PE,2022-11-07 13:19:19,2022-11-07 13:19:20,1.0,103.1,102.85,-0.25,1.0
NIFTY22111018200PE,2022-11-07 13:19:20,2022-11-07 13:19:21,1.0,130.7,131.4,0.700000000000017,1.0
NIFTY22111018200CE,2022-11-07 13:19:20,2022-11-07 13:19:21,1.0,63.55,63.55,0.0,1.0
NIFTY22111018150PE,2022-11-07 13:19:21,2022-11-07 13:19:28,1.0,103.45,102.9,-0.5499999999999972,7.0
NIFTY22111018150CE,2022-11-07 13:19:21,2022-11-07 13:19:28,1.0,85.85,86.15,0.30000000000001137,7.0
NIFTY22111018200PE,2022-11-07 13:19:28,2022-11-07 13:19:29,1.0,131.0,130.8,-0.19999999999998863,1.0
NIFTY22111018200CE,2022-11-07 13:19:28,2022-11-07 13:19:29,1.0,63.65,63.8,0.14999999999999858,1.0
NIFTY22111018150CE,2022-11-07 13:19:29,2022-11-07 13:19:30,1.0,86.4,86.75,0.3499999999999943,1.0
NIFTY22111018150PE,2022-11-07 13:19:29,2022-11-07 13:19:30,1.0,102.8,102.2,-0.5999999999999943,1.0
NIFTY22111018200PE,2022-11-07 13:19:30,2022-11-07 13:20:49,1.0,129.7,130.7,1.0,79.0
NIFTY22111018200CE,2022-11-07 13:19:30,2022-11-07 13:20:49,1.0,64.4,63.45,-0.9500000000000028,79.0
BANKNIFTY22111041700CE,2022-11-07 13:20:03,2022-11-07 13:20:21,1.0,194.7,194.55,-0.14999999999997726,18.0
BANKNIFTY22111041700PE,2022-11-07 13:20:03,2022-11-07 13:20:21,1.0,353.8,353.9,0.0999999999999659,18.0
BANKNIFTY22111041600CE,2022-11-07 13:20:21,2022-11-07 13:20:23,1.0,238.2,239.1,0.9000000000000057,2.0
BANKNIFTY22111041600PE,2022-11-07 13:20:21,2022-11-07 13:20:23,1.0,301.0,300.85,-0.14999999999997726,2.0
BANKNIFTY22111041700PE,2022-11-07 13:20:23,2022-11-07 13:20:25,1.0,355.55,355.3,-0.25,2.0
BANKNIFTY22111041700CE,2022-11-07 13:20:23,2022-11-07 13:20:25,1.0,193.6,192.5,-1.0999999999999943,2.0
BANKNIFTY22111041600CE,2022-11-07 13:20:25,2022-11-07 13:25:02,1.0,238.6,191.45,-47.150000000000006,277.0
BANKNIFTY22111041600PE,2022-11-07 13:20:25,2022-11-07 13:25:02,1.0,301.95,349.1,47.150000000000034,277.0
NIFTY22111018150PE,2022-11-07 13:20:49,2022-11-07 13:20:52,1.0,103.2,103.2,0.0,3.0
NIFTY22111018150CE,2022-11-07 13:20:49,2022-11-07 13:20:52,1.0,86.0,85.9,-0.09999999999999432,3.0
NIFTY22111018200PE,2022-11-07 13:20:52,2022-11-07 13:20:54,1.0,130.95,131.0,0.05000000000001137,2.0
NIFTY22111018200CE,2022-11-07 13:20:52,2022-11-07 13:20:54,1.0,63.45,63.6,0.14999999999999858,2.0
NIFTY22111018150PE,2022-11-07 13:20:54,2022-11-07 13:31:06,1.0,103.05,137.5,34.45,612.0
NIFTY22111018150CE,2022-11-07 13:20:54,2022-11-07 13:31:06,1.0,85.9,69.4,-16.5,612.0
BANKNIFTY22111041500CE,2022-11-07 13:25:02,2022-11-07 13:25:16,1.0,236.4,235.55,-0.8499999999999943,14.0
BANKNIFTY22111041500PE,2022-11-07 13:25:02,2022-11-07 13:25:16,1.0,294.4,295.3,0.9000000000000341,14.0
BANKNIFTY22111041600PE,2022-11-07 13:25:16,2022-11-07 13:25:18,1.0,350.3,348.6,-1.6999999999999886,2.0
BANKNIFTY22111041600CE,2022-11-07 13:25:16,2022-11-07 13:25:18,1.0,191.3,191.1,-0.20000000000001705,2.0
BANKNIFTY22111041500PE,2022-11-07 13:25:18,2022-11-07 13:25:25,1.0,294.5,290.6,-3.8999999999999773,7.0
BANKNIFTY22111041500CE,2022-11-07 13:25:18,2022-11-07 13:25:25,1.0,236.65,240.6,3.9499999999999886,7.0
BANKNIFTY22111041600PE,2022-11-07 13:25:25,2022-11-07 13:27:23,1.0,344.95,349.65,4.699999999999989,118.0
BANKNIFTY22111041600CE,2022-11-07 13:25:25,2022-11-07 13:27:23,1.0,195.55,192.6,-2.950000000000017,118.0
BANKNIFTY22111041500PE,2022-11-07 13:27:23,2022-11-07 13:27:25,1.0,295.4,293.65,-1.75,2.0
BANKNIFTY22111041500CE,2022-11-07 13:27:23,2022-11-07 13:27:25,1.0,237.95,239.6,1.6500000000000057,2.0
BANKNIFTY22111041600PE,2022-11-07 13:27:25,2022-11-07 13:27:30,1.0,347.75,349.3,1.5500000000000114,5.0
BANKNIFTY22111041600CE,2022-11-07 13:27:25,2022-11-07 13:27:30,1.0,195.0,192.85,-2.1500000000000057,5.0
BANKNIFTY22111041500PE,2022-11-07 13:27:30,2022-11-07 13:27:36,1.0,295.75,297.6,1.8500000000000227,6.0
BANKNIFTY22111041500CE,2022-11-07 13:27:30,2022-11-07 13:27:36,1.0,237.55,236.1,-1.450000000000017,6.0
BANKNIFTY22111041600CE,2022-11-07 13:27:36,2022-11-07 13:27:38,1.0,191.1,191.95,0.8499999999999943,2.0
BANKNIFTY22111041600PE,2022-11-07 13:27:36,2022-11-07 13:27:38,1.0,351.35,352.6,1.25,2.0
BANKNIFTY22111041500CE,2022-11-07 13:27:38,2022-11-07 13:46:20,1.0,236.25,235.0,-1.25,1122.0
BANKNIFTY22111041500PE,2022-11-07 13:27:38,2022-11-07 13:46:20,1.0,297.0,300.3,3.3000000000000114,1122.0
NIFTY22111018100CE,2022-11-07 13:31:06,2022-11-07 13:31:07,1.0,91.5,91.5,0.0,1.0
NIFTY22111018100PE,2022-11-07 13:31:06,2022-11-07 13:31:07,1.0,109.45,109.95,0.5,1.0
NIFTY22111018150CE,2022-11-07 13:31:07,2022-11-07 13:31:08,1.0,69.55,69.55,0.0,1.0
NIFTY22111018150PE,2022-11-07 13:31:07,2022-11-07 13:31:08,1.0,137.9,138.8,0.9000000000000057,1.0
NIFTY22111018100CE,2022-11-07 13:31:08,2022-11-07 13:31:50,1.0,91.5,91.0,-0.5,42.0
NIFTY22111018100PE,2022-11-07 13:31:08,2022-11-07 13:31:50,1.0,110.65,109.3,-1.3500000000000085,42.0
NIFTY22111018150CE,2022-11-07 13:31:50,2022-11-07 13:31:52,1.0,69.9,69.6,-0.30000000000001137,2.0
NIFTY22111018150PE,2022-11-07 13:31:50,2022-11-07 13:31:52,1.0,137.3,138.15,0.8499999999999943,2.0
NIFTY22111018100PE,2022-11-07 13:31:52,2022-11-07 13:31:53,1.0,109.7,109.6,-0.10000000000000853,1.0
NIFTY22111018100CE,2022-11-07 13:31:52,2022-11-07 13:31:53,1.0,91.2,91.2,0.0,1.0
NIFTY22111018150CE,2022-11-07 13:31:53,2022-11-07 13:31:56,1.0,69.6,70.0,0.4000000000000057,3.0
NIFTY22111018150PE,2022-11-07 13:31:53,2022-11-07 13:31:56,1.0,137.6,136.95,-0.6500000000000057,3.0
NIFTY22111018100PE,2022-11-07 13:31:56,2022-11-07 13:31:57,1.0,109.1,109.15,0.05000000000001137,1.0
NIFTY22111018100CE,2022-11-07 13:31:56,2022-11-07 13:31:57,1.0,91.5,91.9,0.4000000000000057,1.0
NIFTY22111018150CE,2022-11-07 13:31:57,2022-11-07 13:31:58,1.0,69.95,69.65,-0.29999999999999716,1.0
NIFTY22111018150PE,2022-11-07 13:31:57,2022-11-07 13:31:58,1.0,137.05,138.05,1.0,1.0
NIFTY22111018100CE,2022-11-07 13:31:58,2022-11-07 13:32:01,1.0,91.2,91.2,0.0,3.0
NIFTY22111018100PE,2022-11-07 13:31:58,2022-11-07 13:32:01,1.0,109.9,110.75,0.8499999999999943,3.0
NIFTY22111018150CE,2022-11-07 13:32:01,2022-11-07 13:32:02,1.0,69.45,69.7,0.25,1.0
NIFTY22111018150PE,2022-11-07 13:32:01,2022-11-07 13:32:02,1.0,138.65,139.25,0.5999999999999943,1.0
NIFTY22111018100PE,2022-11-07 13:32:02,2022-11-07 13:32:08,1.0,110.3,110.7,0.4000000000000057,6.0
NIFTY22111018100CE,2022-11-07 13:32:02,2022-11-07 13:32:08,1.0,91.45,90.8,-0.6500000000000057,6.0
NIFTY22111018150CE,2022-11-07 13:32:08,2022-11-07 13:32:09,1.0,69.25,69.4,0.15000000000000568,1.0
NIFTY22111018150PE,2022-11-07 13:32:08,2022-11-07 13:32:09,1.0,138.85,138.0,-0.8499999999999943,1.0
NIFTY22111018100CE,2022-11-07 13:32:09,2022-11-07 13:32:10,1.0,91.05,91.15,0.10000000000000853,1.0
NIFTY22111018100PE,2022-11-07 13:32:09,2022-11-07 13:32:10,1.0,109.8,109.8,0.0,1.0
NIFTY22111018150PE,2022-11-07 13:32:10,2022-11-07 13:32:13,1.0,138.0,137.95,-0.05000000000001137,3.0
NIFTY22111018150CE,2022-11-07 13:32:10,2022-11-07 13:32:13,1.0,69.55,69.75,0.20000000000000284,3.0
NIFTY22111018100PE,2022-11-07 13:32:13,2022-11-07 13:32:14,1.0,109.55,110.15,0.6000000000000085,1.0
NIFTY22111018100CE,2022-11-07 13:32:13,2022-11-07 13:32:14,1.0,91.25,91.25,0.0,1.0
NIFTY22111018150PE,2022-11-07 13:32:14,2022-11-07 13:32:21,1.0,138.25,138.8,0.5500000000000114,7.0
NIFTY22111018150CE,2022-11-07 13:32:14,2022-11-07 13:32:21,1.0,69.75,69.45,-0.29999999999999716,7.0
NIFTY22111018100CE,2022-11-07 13:32:21,2022-11-07 13:32:24,1.0,90.95,90.7,-0.25,3.0
NIFTY22111018100PE,2022-11-07 13:32:21,2022-11-07 13:32:24,1.0,110.6,110.6,0.0,3.0
NIFTY22111018150CE,2022-11-07 13:32:24,2022-11-07 13:32:25,1.0,69.45,69.4,-0.04999999999999716,1.0
NIFTY22111018150PE,2022-11-07 13:32:24,2022-11-07 13:32:25,1.0,139.05,138.0,-1.0500000000000114,1.0
NIFTY22111018100PE,2022-11-07 13:32:25,2022-11-07 13:32:26,1.0,109.95,109.7,-0.25,1.0
NIFTY22111018100CE,2022-11-07 13:32:25,2022-11-07 13:32:26,1.0,91.0,91.25,0.25,1.0
NIFTY22111018150CE,2022-11-07 13:32:26,2022-11-07 13:32:30,1.0,69.75,69.4,-0.3499999999999943,4.0
NIFTY22111018150PE,2022-11-07 13:32:26,2022-11-07 13:32:30,1.0,138.0,138.7,0.6999999999999886,4.0
NIFTY22111018100CE,2022-11-07 13:32:30,2022-11-07 13:32:32,1.0,91.05,91.0,-0.04999999999999716,2.0
NIFTY22111018100PE,2022-11-07 13:32:30,2022-11-07 13:32:32,1.0,110.2,110.3,0.09999999999999432,2.0
NIFTY22111018150CE,2022-11-07 13:32:32,2022-11-07 13:32:40,1.0,69.45,69.45,0.0,8.0
NIFTY22111018150PE,2022-11-07 13:32:32,2022-11-07 13:32:40,1.0,138.8,138.5,-0.30000000000001137,8.0
NIFTY22111018100CE,2022-11-07 13:32:40,2022-11-07 13:32:47,1.0,90.8,90.6,-0.20000000000000284,7.0
NIFTY22111018100PE,2022-11-07 13:32:40,2022-11-07 13:32:47,1.0,110.3,110.5,0.20000000000000284,7.0
NIFTY22111018150CE,2022-11-07 13:32:47,2022-11-07 13:32:48,1.0,69.25,69.4,0.15000000000000568,1.0
