timestamp,symbol,qty,price
2022-11-01 11:58:15,BANKNIFTY22110341800CE,1.0,202.1
2022-11-01 11:58:15,BANKNIFTY22110341700CE,-1.0,247.6
2022-11-01 11:58:15,BANKNIFTY22110341800PE,1.0,389.5
2022-11-01 11:58:19,BANKNIFTY22110341700PE,1.0,333.75
2022-11-01 11:58:19,BANKNIFTY22110341800CE,-1.0,201.8
2022-11-01 11:58:19,BANKNIFTY22110341700CE,1.0,247.1
2022-11-01 11:58:19,BANKNIFTY22110341800PE,-1.0,389.85
2022-11-01 11:58:21,BANKNIFTY22110341700PE,-1.0,334.0
2022-11-01 11:58:21,BANKNIFTY22110341800CE,1.0,201.75
2022-11-01 11:58:21,BANKNIFTY22110341700CE,-1.0,247.05
2022-11-01 11:58:21,BANKNIFTY22110341800PE,1.0,389.2
2022-11-01 11:58:22,BANKNIFTY22110341700PE,1.0,333.3
2022-11-01 11:58:22,BANKNIFTY22110341800CE,-1.0,201.55
2022-11-01 11:58:22,BANKNIFTY22110341700CE,1.0,247.25
2022-11-01 11:58:22,BANKNIFTY22110341800PE,-1.0,390.0
2022-11-01 11:58:25,BANKNIFTY22110341700PE,-1.0,333.75
2022-11-01 11:58:25,BANKNIFTY22110341800CE,1.0,202.1
2022-11-01 11:58:25,BANKNIFTY22110341700CE,-1.0,247.45
2022-11-01 11:58:25,BANKNIFTY22110341800PE,1.0,388.6
2022-11-01 11:58:50,BANKNIFTY22110341700PE,1.0,334.85
2022-11-01 11:58:50,BANKNIFTY22110341800CE,-1.0,200.8
2022-11-01 11:58:50,BANKNIFTY22110341700CE,1.0,246.3
2022-11-01 11:58:50,BANKNIFTY22110341800PE,-1.0,390.0
2022-11-01 11:58:53,BANKNIFTY22110341700PE,-1.0,333.75
2022-11-01 11:58:53,BANKNIFTY22110341800CE,1.0,201.9
2022-11-01 11:58:53,BANKNIFTY22110341700CE,-1.0,247.5
2022-11-01 11:58:53,BANKNIFTY22110341800PE,1.0,389.1
2022-11-01 11:59:47,BANKNIFTY22110341700PE,1.0,334.35
2022-11-01 11:59:47,BANKNIFTY22110341800CE,-1.0,201.5
2022-11-01 11:59:47,BANKNIFTY22110341700CE,1.0,246.65
2022-11-01 11:59:47,BANKNIFTY22110341800PE,-1.0,388.7
2022-11-01 11:59:56,BANKNIFTY22110341700PE,-1.0,335.95
2022-11-01 11:59:56,BANKNIFTY22110341800CE,1.0,199.95
2022-11-01 11:59:56,BANKNIFTY22110341700CE,-1.0,245.05
2022-11-01 11:59:56,BANKNIFTY22110341800PE,1.0,391.5
2022-11-01 11:59:58,BANKNIFTY22110341700PE,1.0,336.15
2022-11-01 11:59:58,BANKNIFTY22110341800CE,-1.0,199.5
2022-11-01 11:59:58,BANKNIFTY22110341700CE,1.0,244.85
2022-11-01 11:59:58,BANKNIFTY22110341800PE,-1.0,392.35
2022-11-01 12:15:59,BANKNIFTY22110341700PE,-1.0,388.45
2022-11-01 12:15:59,BANKNIFTY22110341600CE,1.0,250.35
2022-11-01 12:15:59,BANKNIFTY22110341600PE,1.0,333.0
2022-11-01 12:15:59,BANKNIFTY22110341700CE,-1.0,204.6
2022-11-01 12:16:01,NIFTY22110318150PE,1.0,102.45
2022-11-01 12:16:01,NIFTY22110318150CE,1.0,81.4
2022-11-01 12:16:01,NIFTY22110318200PE,-1.0,130.2
2022-11-01 12:16:01,NIFTY22110318200CE,-1.0,59.1
2022-11-01 12:16:15,NIFTY22110318150PE,-1.0,102.1
2022-11-01 12:16:15,NIFTY22110318150CE,-1.0,82.15
2022-11-01 12:16:15,NIFTY22110318200PE,1.0,129.9
2022-11-01 12:16:15,NIFTY22110318200CE,1.0,59.65
2022-11-01 12:16:17,NIFTY22110318150PE,1.0,101.8
2022-11-01 12:16:17,NIFTY22110318150CE,1.0,82.3
2022-11-01 12:16:17,NIFTY22110318200PE,-1.0,129.15
2022-11-01 12:16:17,NIFTY22110318200CE,-1.0,59.85
2022-11-01 12:16:18,NIFTY22110318150PE,-1.0,102.05
2022-11-01 12:16:18,NIFTY22110318150CE,-1.0,82.4
2022-11-01 12:16:18,NIFTY22110318200PE,1.0,129.35
2022-11-01 12:16:18,NIFTY22110318200CE,1.0,60.0
2022-11-01 12:16:52,BANKNIFTY22110341700PE,1.0,390.65
2022-11-01 12:16:52,BANKNIFTY22110341600CE,-1.0,248.85
2022-11-01 12:16:52,BANKNIFTY22110341600PE,-1.0,335.1
2022-11-01 12:16:52,BANKNIFTY22110341700CE,1.0,203.6
2022-11-01 12:16:53,BANKNIFTY22110341700PE,-1.0,390.9
2022-11-01 12:16:53,BANKNIFTY22110341600CE,1.0,249.05
2022-11-01 12:16:53,BANKNIFTY22110341600PE,1.0,335.1
2022-11-01 12:16:53,BANKNIFTY22110341700CE,-1.0,203.0
2022-11-01 12:17:10,BANKNIFTY22110341700PE,1.0,389.85
2022-11-01 12:17:10,BANKNIFTY22110341600CE,-1.0,249.15
2022-11-01 12:17:10,BANKNIFTY22110341600PE,-1.0,333.85
2022-11-01 12:17:10,BANKNIFTY22110341700CE,1.0,204.0
2022-11-01 12:17:12,BANKNIFTY22110341700PE,-1.0,391.05
2022-11-01 12:17:12,BANKNIFTY22110341600CE,1.0,247.6
2022-11-01 12:17:12,BANKNIFTY22110341600PE,1.0,335.05
2022-11-01 12:17:12,BANKNIFTY22110341700CE,-1.0,202.25
2022-11-01 12:17:13,BANKNIFTY22110341700PE,1.0,390.4
2022-11-01 12:17:13,BANKNIFTY22110341600CE,-1.0,248.85
2022-11-01 12:17:13,BANKNIFTY22110341600PE,-1.0,335.35
2022-11-01 12:17:13,BANKNIFTY22110341700CE,1.0,203.05
2022-11-01 12:17:15,BANKNIFTY22110341700PE,-1.0,390.95
2022-11-01 12:17:15,BANKNIFTY22110341600CE,1.0,248.85
2022-11-01 12:17:15,BANKNIFTY22110341600PE,1.0,335.8
2022-11-01 12:17:15,BANKNIFTY22110341700CE,-1.0,202.15
2022-11-01 12:17:30,BANKNIFTY22110341700PE,1.0,385.85
2022-11-01 12:17:30,BANKNIFTY22110341600CE,-1.0,251.0
2022-11-01 12:17:30,BANKNIFTY22110341600PE,-1.0,330.0
2022-11-01 12:17:30,BANKNIFTY22110341700CE,1.0,205.55
2022-11-01 12:17:53,BANKNIFTY22110341700PE,-1.0,390.0
2022-11-01 12:17:53,BANKNIFTY22110341600CE,1.0,247.65
2022-11-01 12:17:53,BANKNIFTY22110341600PE,1.0,334.6
2022-11-01 12:17:53,BANKNIFTY22110341700CE,-1.0,202.25
2022-11-01 12:17:56,BANKNIFTY22110341700PE,1.0,389.95
